市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口
四街道市,93576,46347,47229,90549,44802,45747,12477,6536,5941,53027,27166,25861,27066,12240,14826,14191,6435,7756,2054
袖ケ浦市,63883,32214,31669,62361,31435,30926,8622,4340,4282,37221,19369,17852,17057,7929,9128,7779,3375,4404,668
八街市,67455,34113,33342,64693,32815,31878,6273,3204,3069,39431,20643,18788,20912,9858,11054,9145,3914,5231,2105
印西市,102609,50574,52035,100332,49531,50801,16789,8527,8262,61663,30461,31202,23698,11293,12405,9689,4110,5579,1956
白井市,62441,30916,31525,60845,30079,30766,8616,4376,4240,36076,18313,17763,17101,7891,9210,8069,3552,4517,1117
富里市,49735,25303,24432,46654,23686,22968,5381,2766,2615,29894,15562,14332,14035,6716,7319,5771,2610,3161,2751
南房総市,35831,17011,18820,35441,16909,18532,3001,1482,1519,15867,8053,7814,16895,7435,9460,9236,3600,5636,362
匝瑳市,35040,17251,17789,34631,17085,17546,3471,1802,1669,18984,9883,9101,12581,5562,7019,6439,2456,3983,407
香取市,72356,35626,36730,71011,35069,35942,6637,3440,3197,38325,20003,18322,26659,11857,14802,13477,5292,8185,841
山武市,48444,24200,24244,47376,23634,23742,4321,2268,2053,26518,13761,12757,17329,7993,9336,8373,3400,4973,907
いすみ市,35544,17362,18182,35101,17185,17916,3162,1657,1505,17316,8917,8399,15065,6787,8278,8126,3338,4788,443
大網白里市,48129,23549,24580,47286,23189,24097,5090,2563,2527,26858,13446,13412,15770,7285,8485,7393,3119,4274,576
酒々井町,20745,10155,10590,19957,9835,10122,2009,995,1014,11533,5894,5639,6810,3098,3712,3357,1507,1850,445
栄町,20127,9869,10258,19880,9779,10101,1645,811,834,10633,5380,5253,7840,3672,4168,3092,1327,1765,247
神崎町,5816,2938,2878,5619,2832,2787,506,255,251,3227,1738,1489,2011,912,1099,1068,430,638,125
多古町,13735,6941,6794,13261,6675,6586,1242,620,622,7279,3911,3368,5097,2328,2769,2677,1087,1590,401
東庄町,13228,6575,6653,12972,6401,6571,1254,664,590,6748,3557,3191,5187,2328,2859,2558,1042,1516,236
九十九里町,14639,7203,7436,14284,7022,7262,1111,578,533,7499,3911,3588,5920,2645,3275,2912,1122,1790,290
芝山町,7033,3474,3559,6839,3394,3445,605,304,301,3778,1982,1796,2629,1173,1456,1437,559,878,186
横芝光町,22075,10767,11308,21752,10634,11118,2224,1177,1047,11549,5889,5660,8295,3698,4597,4290,1691,2599,315
一宮町,11897,5824,6073,11644,5707,5937,1443,765,678,6378,3229,3149,3890,1708,2182,2005,792,1213,125
睦沢町,6760,3259,3501,6718,3248,3470,664,342,322,3250,1641,1609,2843,1273,1570,1501,610,891,42
長生村,13803,6801,7002,13715,6772,6943,1275,659,616,7786,3981,3805,4740,2159,2581,2349,975,1374,88
白子町,10305,5115,5190,10219,5080,5139,944,490,454,5176,2653,2523,4162,1956,2206,2037,877,1160,83
長柄町,6721,3295,3426,6651,3269,3382,492,260,232,3264,1700,1564,2960,1331,1629,1519,581,938,70
長南町,7198,3527,3671,7172,3521,3651,515,274,241,3468,1796,1672,3215,1457,1758,1654,669,985,26
大多喜町,8885,4307,4578,8784,4256,4528,771,392,379,4213,2146,2067,3883,1756,2127,2116,827,1289,92
御宿町,6874,3260,3614,6836,3246,3590,465,225,240,2817,1393,1424,3570,1628,1942,1907,812,1095,33
鋸南町,6993,3356,3637,6926,3336,3590,519,279,240,3109,1560,1549,3361,1513,1848,1815,740,1075,63
所属未定地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
