id,物件名,ホストID,ホスト名,基礎自治体名,latitude,longitude,物件種別,一日あたりの金額（円）,最小宿泊日数,レビュー数,最新レビューの日付,月間レビュー数,ホストがこの自治体で持っている物件の数,次の365日間でその物件が予約可能な日数,過去12ヶ月間のレビュー数,ライセンス
643891744351915009,Designers room / Wi-Fi / Sugamo501,462984916,圭太,文京区,35.73111,139.74176,Entire home/apt,16710,2,35,2025-08-18,0.98,21,152,10,M130031231
644394643635737588,Close to train station/Designer's /Wi-Fi /g01,462983474,圭太,文京区,35.70882,139.73149,Entire home/apt,15808,2,36,2025-08-16,1.31,43,125,11,M130031296
644423079868948720,<Built in 2022>Designer1R/ Wi-Fi/c03,463143698,圭太,文京区,35.713235673449255,139.7219175083427,Entire home/apt,16065,1,11,2025-07-05,0.67,20,124,8,M130031460
644424431848006460,Built in 2022/3 minutes walk from the station/d01,463143698,圭太,文京区,35.71298786047589,139.72111747321068,Entire home/apt,18027,1,12,2025-08-19,0.68,20,214,8,M130031462
648779670633459419,【sequence SUIDOBASHI】Double/Suidobashi St./2 ppl,456262635,Sequence SUIDOBASHI,文京区,35.702379381130534,139.7524209876968,Private room,30229,1,40,2025-09-13,1.20,8,277,14,Hotels and Inns Business Act | 千代田区千代田保健所 | 2千千保生環き第42号
650485782434744852,【sequence SUIDOBASHI】Queen/Suidobashi St./2 people,456262635,Sequence SUIDOBASHI,文京区,35.7023576,139.7526302,Private room,33129,1,18,2025-04-21,0.49,8,301,3,Hotels and Inns Business Act | 千代田区千代田保健所 | 2千千保生環き第42号
650946808990191894,【sequence SUIDOBASHI】Twin/Suidobashi St./2 people,456262635,Sequence SUIDOBASHI,文京区,35.702379381130534,139.75244244536893,Private room,34158,1,19,2025-08-27,0.53,8,275,2,Hotels and Inns Business Act | 千代田区千代田保健所 | 2千千保生環き第42号
651165876549968008,【sequence SUIDOBASHI】Bunk Bed 4/Suidobashi St.,456262635,Sequence SUIDOBASHI,文京区,35.70238373735591,139.7524370809509,Private room,45958,1,18,2025-06-20,0.48,8,88,2,Hotels and Inns Business Act | 千代田区千代田保健所 | 2千千保生環き第42号
651195551265734638,【sequence SUIDOBASHI】Accessible Queen/Suidobashi,456262635,Sequence SUIDOBASHI,文京区,35.70239680603068,139.752453174205,Private room,44658,1,2,2024-05-09,0.05,8,110,0,Hotels and Inns Business Act | 千代田区千代田保健所 | 2千千保生環き第42号
660620180207096581,"Easily toTabata, Asakusa, Shibuya.",397909852,Chenrui,文京区,35.73186,139.75924,Entire home/apt,14609,1,61,2025-07-29,1.62,5,161,16,M130031155
661113968989103630,<Built in 2022> Designers room / Wi-Fi / Sugamo101,462984916,圭太,文京区,35.72961,139.7399,Entire home/apt,11312,2,36,2025-09-15,0.94,21,108,14,M130031222
661134353883208379,5 minutes walk from the station/Designers a02,462984916,圭太,文京区,35.72962,139.7399,Entire home/apt,11312,2,29,2025-06-19,0.95,21,133,9,M130031223
661135783851651545,5 minutes walk from the station/Designers/b02,462984916,圭太,文京区,35.73109,139.73975,Entire home/apt,11312,2,25,2025-07-25,0.70,21,121,6,M130031226
