年度,事故種別,上半期,下半期,緯度,経度
令和2年,,0,1,35.61450504710,139.75039224800
令和2年,,0,1,35.61632344750,139.74770187200
令和2年,,0,1,35.61629064980,139.74769460500
令和2年,,0,1,35.61518694110,139.74673196600
令和2年,,0,1,35.61509746510,139.74667364900
令和2年,,0,1,35.62224930200,139.74543038900
令和2年,,0,1,35.61935427410,139.74511957100
令和2年,,0,1,35.61891989710,139.74467842400
令和2年,,0,1,35.61709031920,139.74103246200
令和2年,,0,1,35.61597440510,139.74132435100
令和2年,,0,1,35.61800595650,139.74081381300
令和2年,,0,1,35.62168695940,139.74145679600
令和2年,,0,1,35.62283995500,139.73864979900
令和2年,,0,1,35.62409304800,139.74187222800
令和2年,,0,1,35.62411395190,139.74191967000
令和2年,,0,1,35.62052839780,139.73889726600
令和2年,,0,1,35.62009695020,139.73805481400
令和2年,,0,1,35.61691583300,139.73962877100
令和2年,,0,1,35.61698099690,139.73832970600
令和2年,,0,1,35.61694586100,139.73838232000
令和2年,,0,1,35.61698169730,139.73846186800
令和2年,,0,1,35.61699364830,139.73849544200
令和2年,,0,1,35.61807983690,139.73388812400
令和2年,,0,1,35.62357651510,139.73324455000
令和2年,,0,1,35.62475223930,139.73149603500
令和2年,,0,1,35.62853166490,139.72580919100
令和2年,,0,1,35.62761520620,139.72507722100
令和2年,,0,1,35.62726560790,139.72484400500
令和2年,,0,1,35.62744899380,139.72456479200
令和2年,,0,1,35.62638692860,139.72573781900
令和2年,,0,1,35.62575792720,139.72549682300
令和2年,,0,1,35.62565732300,139.72655176900
令和2年,,0,1,35.61993846890,139.73037883700
令和2年,,0,1,35.61822249980,139.73118658300
令和2年,,0,1,35.61942634310,139.72779837700
令和2年,,0,1,35.62071564310,139.72673641300
令和2年,,0,1,35.62075644400,139.72838810200
令和2年,,0,1,35.61922223690,139.72622433400
令和2年,,0,1,35.62151178550,139.72493317200
令和2年,,0,1,35.62098320280,139.72590069100
令和2年,,0,1,35.62250433390,139.72343048000
令和2年,,0,1,35.62271180980,139.72341851300
令和2年,,0,1,35.62400935150,139.72358615400
令和2年,,0,1,35.62468092100,139.72334283500
令和2年,,0,1,35.62376402790,139.72659873300
令和2年,,0,1,35.62380940830,139.72667461800
令和2年,,0,1,35.62262838780,139.72883474800
令和2年,,0,1,35.62294661530,139.73003483900
令和2年,,0,1,35.62329591690,139.72215784500
令和2年,,0,1,35.62315393310,139.72237931800
令和2年,,0,1,35.62313254160,139.72245821300
令和2年,,0,1,35.62140990940,139.71980786100
令和2年,,0,1,35.62202486160,139.72001202700
令和2年,,0,1,35.62282221410,139.72034943800
令和2年,,0,1,35.62418355010,139.72102110100
令和2年,,0,1,35.62445091630,139.72133484200
令和2年,,0,1,35.62503677370,139.72168808900
令和2年,,0,1,35.62261826070,139.71766422900
令和2年,,0,1,35.62277356790,139.71796486100
令和2年,,0,1,35.62532356970,139.71852787600
令和2年,,0,1,35.62446116090,139.71950471900
令和2年,,0,1,35.62436584210,139.71958664200
令和2年,,0,1,35.62472769990,139.71890261600
令和2年,,0,1,35.62627305240,139.71883322900
令和2年,,0,1,35.62617290780,139.71654584800
令和2年,,0,1,35.62615870710,139.71648486700
令和2年,,0,1,35.62705964060,139.72005993700
令和2年,,0,1,35.62792377510,139.71964245900
令和2年,,0,1,35.62879969870,139.72034813700
令和2年,,0,1,35.62803321080,139.72190617200
令和2年,,0,1,35.62784276260,139.72227887800
令和2年,,0,1,35.62738374240,139.72366119100
令和2年,,0,1,35.63229041670,139.72078871900
令和2年,,0,1,35.63470391340,139.71949409400
令和2年,,0,1,35.63394516440,139.72666821400
令和2年,,0,1,35.63418096630,139.71855387100
令和2年,,0,1,35.63425501490,139.71867646100
令和2年,,0,1,35.63372142250,139.71684263000
令和2年,,0,1,35.63364043410,139.71571657800
令和2年,,0,1,35.63714688540,139.71394980600
令和2年,,0,1,35.63088429260,139.71654440000
令和2年,,0,1,35.62788852070,139.71620114500
令和2年,,0,1,35.62675347980,139.71515778600
令和2年,,0,1,35.62689667700,139.71526273400
令和2年,,0,1,35.62634690390,139.71471285300
令和2年,,0,1,35.62577580510,139.71408574400
令和2年,,0,1,35.62684955570,139.71463623300
令和2年,,0,1,35.62828315470,139.71251045400
令和2年,,0,1,35.62400790420,139.69943385000
令和2年,,0,1,35.62334316140,139.70664677900
令和2年,,0,1,35.62454503730,139.70998211700
令和2年,,0,1,35.62636089950,139.71270086000
令和2年,,0,1,35.62659490020,139.71288885800
令和2年,,0,1,35.62684290130,139.71324885600
令和2年,,0,1,35.61951890000,139.71677188000
令和2年,,0,1,35.61950990010,139.71678788000
令和2年,,0,1,35.61915489780,139.71604088300
令和2年,,0,1,35.61890689760,139.71607288500
令和2年,,0,1,35.61879789610,139.71547788700
令和2年,,0,1,35.61787618600,139.71407118500
令和2年,,0,1,35.61815562390,139.71447967600
令和2年,,0,1,35.61873941720,139.71396475500
令和2年,,0,1,35.61739318860,139.71281890700
令和2年,,0,1,35.61704727750,139.71036018100
令和2年,,0,1,35.61538487660,139.70885192300
令和2年,,0,1,35.61542887670,139.70888892200
令和2年,,0,1,35.61539287690,139.70897692200
令和2年,,0,1,35.61535887700,139.70906392200
令和2年,,0,1,35.61559187710,139.70896692100
令和2年,,0,1,35.61570387780,139.70924292000
令和2年,,0,1,35.61596187840,139.70936791800
令和2年,,0,1,35.61621787890,139.70947291700
令和2年,,0,1,35.61354952870,139.70739529200
令和2年,,0,1,35.61364399020,139.70764193400
令和2年,,0,1,35.61378248670,139.70780673100
令和2年,,0,1,35.61277174080,139.70710153400
令和2年,,0,1,35.61224065490,139.70667888900
令和2年,,0,1,35.61230033130,139.70672990500
令和2年,,0,1,35.61403529430,139.70781363800
令和2年,,0,1,35.61363838600,139.70684462000
令和2年,,0,1,35.62062702440,139.70766459800
令和2年,,0,1,35.61942886920,139.70351192100
令和2年,,0,1,35.61911068060,139.70249278300
令和2年,,0,1,35.61770787220,139.70568192200
令和2年,,0,1,35.61757087250,139.70591592200
令和2年,,0,1,35.61658887450,139.70732592200
令和2年,,0,1,35.61637887460,139.70745192300
令和2年,,0,1,35.61633587490,139.70761292200
令和2年,,0,1,35.61556587260,139.70698092800
令和2年,,0,1,35.61611287230,139.70659392600
令和2年,,0,1,35.61625287220,139.70645892600
令和2年,,0,1,35.61737187020,139.70497092600
令和2年,,0,1,35.61797186860,139.70396092600
令和2年,,0,1,35.61824672140,139.70268812900
令和2年,,0,1,35.61734786080,139.70078593900
令和2年,,0,1,35.61132456450,139.70606892400
令和2年,,0,1,35.61089786420,139.70572095100
令和2年,,0,1,35.61043064660,139.70201817600
令和2年,,0,1,35.60887544270,139.70289319300
令和2年,,0,1,35.60796864350,139.70405844000
令和2年,,0,1,35.60807985790,139.70447696700
令和2年,,0,1,35.60792627170,139.70457833800
令和2年,,0,1,35.60657284960,139.70173198100
令和2年,,0,1,35.60651284970,139.70178898100
令和2年,,0,1,35.60593319390,139.70083184600
令和2年,,0,1,35.60585191420,139.70065676100
令和2年,,0,1,35.60538785300,139.69983166800
令和2年,,0,1,35.60508829620,139.69939120200
令和2年,,0,1,35.60506684210,139.69909899500
令和2年,,0,1,35.60458484110,139.69884599700
令和2年,,0,1,35.60482668550,139.69897549900
令和2年,,0,1,35.60482441130,139.69907479200
令和2年,,0,1,35.60647584140,139.69808799200
令和2年,,0,1,35.61282884660,139.69688096900
令和2年,,0,1,35.61271665920,139.70031209300
令和2年,,0,1,35.61288485530,139.70084795700
令和2年,,0,1,35.61294259970,139.70191511200
令和2年,,0,1,35.61351280150,139.70375926300
令和2年,,0,1,35.61411792020,139.70371082700
令和2年,,0,1,35.61323991250,139.70504475800
令和2年,,0,1,35.61135985790,139.70282695800
令和2年,,0,1,35.60314238520,139.70354966600
令和2年,,0,1,35.60133169700,139.70527547700
令和2年,,0,1,35.60408583130,139.70374745000
令和2年,,0,1,35.60387950980,139.70823619200
令和2年,,0,1,35.60339654290,139.70821504200
令和2年,,0,1,35.60295688890,139.70818146300
令和2年,,0,1,35.60247394470,139.70818221500
令和2年,,0,1,35.60230103110,139.70817518400
令和2年,,0,1,35.60291222660,139.71113970100
令和2年,,0,1,35.60298708450,139.71087676800
令和2年,,0,1,35.60257205460,139.71319165400
令和2年,,0,1,35.60185052450,139.71309782700
令和2年,,0,1,35.60195180310,139.71301737100
令和2年,,0,1,35.60118832520,139.71271189800
令和2年,,0,1,35.60090819310,139.71280722300
令和2年,,0,1,35.60308587210,139.71306096800
令和2年,,0,1,35.60455056720,139.71341939700
令和2年,,0,1,35.60470810920,139.71355787500
令和2年,,0,1,35.60426195390,139.71338040500
令和2年,,0,1,35.60414029150,139.71334846300
令和2年,,0,1,35.60398995790,139.71326400100
令和2年,,0,1,35.60597003060,139.71386262800
令和2年,,0,1,35.60636587850,139.71397795000
令和2年,,0,1,35.60357735320,139.70740809600
令和2年,,0,1,35.60275127010,139.70768534900
令和2年,,0,1,35.60428461440,139.70984248100
令和2年,,0,1,35.60505350820,139.71314268000
令和2年,,0,1,35.60498835430,139.70377743600
令和2年,,0,1,35.60412633700,139.70371234100
令和2年,,0,1,35.60509508680,139.70378456500
令和2年,,0,1,35.60836186740,139.70824795600
令和2年,,0,1,35.60726950720,139.70637692200
令和2年,,0,1,35.61012023090,139.71055744900
令和2年,,0,1,35.61063148460,139.71142697300
令和2年,,0,1,35.61093287630,139.71080393700
令和2年,,0,1,35.61143327600,139.71307292700
令和2年,,0,1,35.61123129770,139.71381576800
令和2年,,0,1,35.61107073580,139.71423948000
令和2年,,0,1,35.61091629990,139.71483111000
令和2年,,0,1,35.61086271130,139.71490420100
令和2年,,0,1,35.60988788410,139.71459193200
令和2年,,0,1,35.60947788370,139.71459893300
令和2年,,0,1,35.60924288310,139.71444293500
令和2年,,0,1,35.60864588230,139.71438993800
令和2年,,0,1,35.60783314060,139.71416031700
令和2年,,0,1,35.60763788270,139.71511594100
令和2年,,0,1,35.60744388060,139.71430094400
令和2年,,0,1,35.60602421810,139.71339276500
令和2年,,0,1,35.60614387590,139.71261140000
令和2年,,0,1,35.60657017710,139.70990214600
令和2年,,0,1,35.60661758770,139.70962172000
令和2年,,0,1,35.60786240240,139.70951525400
令和2年,,1,1,35.61316249170,139.71148723900
令和2年,,1,1,35.61328888200,139.71219592200
令和2年,,0,1,35.61471087870,139.71010792200
令和2年,,1,1,35.61400388000,139.71098192200
令和2年,,0,1,35.61142795130,139.71309440100
令和2年,,0,1,35.61254602630,139.71444567500
令和2年,,0,1,35.61204594540,139.71549595300
令和2年,,0,1,35.61180488800,139.71540392000
令和2年,,0,1,35.61176788790,139.71541092000
令和2年,,0,1,35.61387104790,139.71603301000
令和2年,,0,1,35.61409089250,139.71626390700
令和2年,,0,1,35.61458094770,139.71643356000
令和2年,,0,1,35.61525327480,139.71670147700
令和2年,,0,1,35.61533689520,139.71680589900
令和2年,,0,1,35.61297789820,139.71923190400
令和2年,,0,1,35.61483290020,139.71916289500
令和2年,,0,1,35.61205273200,139.72029458800
令和2年,,0,1,35.61117189920,139.72056590900
令和2年,,0,1,35.61019244250,139.72023149400
令和2年,,0,1,35.61065589450,139.71879791600
令和2年,,0,1,35.61071189250,139.71788491900
令和2年,,0,1,35.61068189240,139.71786291900
令和2年,,0,1,35.61049262670,139.71615846000
令和2年,,0,1,35.61022852980,139.72542803400
令和2年,,0,1,35.61605730110,139.71269880300
令和2年,,0,1,35.61576065930,139.71417783900
令和2年,,0,1,35.61558572180,139.71514191800
令和2年,,0,1,35.61635972090,139.71707939000
令和2年,,0,1,35.61757289950,139.71754588700
令和2年,,0,1,35.61773438880,139.71758181400
令和2年,,0,1,35.61879465430,139.71763884800
令和2年,,0,1,35.61910170890,139.71825907400
令和2年,,0,1,35.61711790110,139.71840588600
令和2年,,0,1,35.61778490430,139.71939988000
令和2年,,0,1,35.61776282040,139.71951311600
令和2年,,0,1,35.61760390550,139.71998287900
令和2年,,0,1,35.61972889970,139.71652787900
令和2年,,0,1,35.61378290350,139.72846969100
令和2年,,0,1,35.60800212220,139.72966924200
令和2年,,0,1,35.60775991500,139.72910690300
令和2年,,0,1,35.60684485900,139.72945657500
令和2年,,0,1,35.60516668560,139.72900843600
令和2年,,0,1,35.60480557310,139.73063160400
令和2年,,0,1,35.60367517100,139.73257072100
令和2年,,0,1,35.60487398790,139.73449076100
令和2年,,0,1,35.60658638080,139.73452155800
令和2年,,0,1,35.60712492800,139.73468589200
令和2年,,0,1,35.60715224150,139.73530059800
令和2年,,0,1,35.60995957580,139.72994396600
令和2年,,0,1,35.61673298220,139.72534827600
令和2年,,0,1,35.60633236930,139.72802345300
令和2年,,0,1,35.60274684800,139.72395972800
令和2年,,0,1,35.60524771560,139.72586765500
令和2年,,0,1,35.60453467940,139.72592701400
令和2年,,0,1,35.60407410850,139.71035017300
令和2年,,0,1,35.60600495760,139.70714363000
令和2年,,0,1,35.60889017440,139.71688552400
令和2年,,0,1,35.60887107820,139.71686802900
令和2年,,0,1,35.60599725560,139.71594265700
令和2年,,0,1,35.60660888790,139.71799593800
令和2年,,0,1,35.60518987900,139.71483995300
令和2年,,0,1,35.60544465680,139.71666448600
令和2年,,0,1,35.60808124390,139.71922447200
令和2年,,0,1,35.60771195950,139.72089399400
令和2年,,0,1,35.60650377880,139.72193824400
令和2年,,0,1,35.60632138580,139.72199544300
令和2年,,0,1,35.60153417130,139.71871251900
令和2年,,0,1,35.60177568850,139.71813398200
令和2年,,0,1,35.60235307010,139.71444437600
令和2年,,0,1,35.59997168780,139.72318074700
令和2年,,0,1,35.59917888610,139.72737432400
令和2年,,0,1,35.60033045240,139.72833936400
令和2年,,0,1,35.60102435190,139.72958827600
令和2年,,0,1,35.60132718470,139.73092239400
令和2年,,0,1,35.60306445880,139.73217295100
令和2年,,0,1,35.60256336340,139.73185966100
令和2年,,0,1,35.60532701050,139.73562189100
令和2年,,0,1,35.60572858660,139.73675156300
令和2年,,0,1,35.60455410800,139.74144292200
令和2年,,0,1,35.60144093360,139.73945191000
令和2年,,0,1,35.60135493340,139.73940691000
令和2年,,0,1,35.60118793420,139.73986091000
令和2年,,0,1,35.60047593150,139.73897491600
令和2年,,0,1,35.60035193150,139.73901591700
令和2年,,0,1,35.60290926950,139.74243475200
令和2年,,0,1,35.60468230180,139.74626706300
令和2年,,0,1,35.60473005840,139.74310435600
令和2年,,0,1,35.60669794690,139.74307187200
令和2年,,0,1,35.60675732270,139.74322181400
令和2年,,0,1,35.60674694990,139.74442586800
令和2年,,0,1,35.60687250630,139.74579986800
令和2年,,0,1,35.60697235360,139.74536170600
令和2年,,0,1,35.59760192040,139.73546794000
令和2年,,0,1,35.59659009860,139.73516463300
令和2年,,0,1,35.59509691590,139.73464995500
令和2年,,0,1,35.59317037960,139.73547539300
令和2年,,0,1,35.59314190950,139.73280996900
令和2年,,0,1,35.59113890900,139.73343097800
令和2年,,0,1,35.58899327520,139.73411624600
令和2年,,0,1,35.58846005360,139.73103372000
令和2年,,0,1,35.58934420740,139.73026909000
令和2年,,0,1,35.59324046110,139.72944945700
令和2年,,0,1,35.59674889430,139.72970480200
令和2年,,0,1,35.59520294420,139.72372094600
令和2年,,0,1,35.59256438980,139.72023534500
令和2年,,0,1,35.60974094850,139.74245385700
令和2年,,0,1,35.61003994850,139.74228585600
令和2年,,0,1,35.60936219940,139.74204127400
令和2年,,0,1,35.60806613650,139.74065847900
令和2年,,0,1,35.61373320560,139.74133682400
令和2年,,0,1,35.61377739440,139.74142585200
令和2年,,0,1,35.61342682290,139.74143939500
令和2年,,0,1,35.61370994780,139.74035884100
令和2年,,0,1,35.61114918960,139.73983280100
令和2年,,0,1,35.61217332910,139.73808074400
令和2年,,0,1,35.61539315300,139.73832810300
令和2年,,0,1,35.59873887110,139.74433025200
令和2年,,0,1,35.59697285610,139.73735853900
令和2年,,0,1,35.60049056570,139.73582127700
令和2年,,0,1,35.60036534000,139.73579952800
令和2年,,0,1,35.60195083290,139.73521357000
令和2年,,0,1,35.60905119500,139.74507984800
令和2年,,0,1,35.60928819330,139.74306448500
令和2年,,0,1,35.60409621800,139.73688230700
令和2年,,0,1,35.60337118610,139.73685981500
令和2年,,0,1,35.61670444680,139.74093632700
令和2年,,0,1,35.61674469910,139.74451341900
令和2年,,0,1,35.60105960820,139.72499137200
令和2年,,0,1,35.60910190870,139.72587490500
令和2年,,0,1,35.60848489040,139.71809792900
令和2年,,0,1,35.61143042210,139.71308485700
令和2年,,0,1,35.60691686500,139.70798296300
令和2年,,0,1,35.60708986350,139.70724796400
令和2年,,0,1,35.60001487200,139.71465797800
令和2年,,0,1,35.60352887610,139.71449996200
令和2年,,0,1,35.60140588120,139.71777596400
令和2年,,0,1,35.62213092650,139.72686583700
令和2年,,0,1,35.62679891830,139.72090583200
令和2年,,0,1,35.62099591010,139.72031486200
令和2年,,0,1,35.63102992360,139.72073981200
令和2年,,0,1,35.63190391690,139.71722481900
令和2年,,0,1,35.63327291970,139.71763481100
令和2年,,0,1,35.63475991410,139.71423081500
令和2年,,0,1,35.60454487490,139.71345496000
令和2年,,0,1,35.59896088430,139.72014697000
令和2年,,0,1,35.59966087430,139.71576997700
令和2年,,0,1,35.60369297290,139.75580185700
令和2年,,0,1,35.61414185470,139.69989895500
令和2年,,0,1,35.61534389480,139.71665690000
令和2年,,0,1,35.59796986950,139.71449498800
令和3年,,1,0,35.63412604150,139.71802016000
令和3年,,1,0,35.63382374300,139.71615386400
令和3年,,1,0,35.63495077780,139.71510636900
令和3年,,1,0,35.63476004050,139.71516215500
令和3年,,1,0,35.63490407620,139.71612599500
令和3年,,1,0,35.63359876190,139.72030831200
令和3年,,1,0,35.63445707840,139.72004418200
令和3年,,1,0,35.63223251040,139.72062573300
令和3年,,1,0,35.63087635700,139.71651747600
令和3年,,1,0,35.62985724870,139.72073423000
令和3年,,1,0,35.62817472990,139.71949803200
令和3年,,1,0,35.62736803110,139.71394909500
令和3年,,1,0,35.62743235390,139.71387889300
令和3年,,1,0,35.62792529910,139.71314496000
令和3年,,1,0,35.62779682010,139.71345186900
令和3年,,1,0,35.62596886180,139.71232999600
令和3年,,1,0,35.62549606910,139.71175234500
令和3年,,1,0,35.62513311890,139.71859390800
令和3年,,1,0,35.62510436650,139.71845374100
令和3年,,1,0,35.62467110250,139.71928392400
令和3年,,1,0,35.62412829450,139.72029243200
令和3年,,1,0,35.62256855880,139.71777095100
令和3年,,1,0,35.62533171970,139.72183011600
令和3年,,1,0,35.62508116440,139.72167857100
令和3年,,1,0,35.62418874970,139.72118324500
令和3年,,1,0,35.62382884670,139.72141742500
令和3年,,1,0,35.62359983900,139.72135640400
令和3年,,1,0,35.62326758560,139.72055068600
令和3年,,1,0,35.62235137190,139.72011383600
令和3年,,1,0,35.62149962330,139.71975576800
令和3年,,1,0,35.62144241860,139.71979089900
令和3年,,1,0,35.62318584140,139.72241144200
令和3年,,1,0,35.62376573250,139.72280205000
令和3年,,1,0,35.62439093540,139.72319260200
令和3年,,1,0,35.62508031100,139.72334354900
令和3年,,1,0,35.62509731420,139.72368236300
令和3年,,1,0,35.62524029390,139.72355656400
令和3年,,1,0,35.62670527370,139.72427022400
令和3年,,1,0,35.62728531120,139.72483028600
令和3年,,1,0,35.62781517680,139.72529402700
令和3年,,1,0,35.62793701870,139.72553047300
令和3年,,1,0,35.62833080930,139.72584542700
令和3年,,1,0,35.62556174050,139.72832908700
令和3年,,1,0,35.62506766490,139.73063149100
令和3年,,1,0,35.62488676510,139.73104650500
令和3年,,1,0,35.62714730480,139.73063467300
令和3年,,1,0,35.62363417510,139.73327387100
令和3年,,1,0,35.62316544900,139.73756239900
令和3年,,1,0,35.62295151940,139.73846230200
令和3年,,1,0,35.62286569970,139.73850913900
令和3年,,1,0,35.62437328930,139.73892798100
令和3年,,1,0,35.62086436180,139.74106433200
令和3年,,1,0,35.62484862220,139.74299930200
令和3年,,1,0,35.61959435850,139.74258169300
令和3年,,1,0,35.61841235410,139.74379806900
令和3年,,1,0,35.61785168150,139.74350369800
令和3年,,1,0,35.62016198180,139.74582609800
令和3年,,1,0,35.62043880450,139.74606530600
令和3年,,1,0,35.62034362370,139.74636333500
令和3年,,1,0,35.62334870890,139.74987982500
令和3年,,1,0,35.62185564340,139.75322580200
令和3年,,1,0,35.62143608230,139.75350078300
令和3年,,1,0,35.61837103090,139.74933881300
令和3年,,1,0,35.61643826240,139.74792721600
令和3年,,1,0,35.61538406280,139.74782903400
令和3年,,1,0,35.61589837650,139.74667189800
令和3年,,1,0,35.61658321520,139.74391401500
令和3年,,1,0,35.61458784920,139.74180754000
令和3年,,1,0,35.61453506860,139.74787666800
令和3年,,1,0,35.61463101760,139.74865929500
令和3年,,1,0,35.61689159870,139.74171145300
令和3年,,1,0,35.61685324000,139.74144863200
令和3年,,1,0,35.61670025760,139.74099317700
令和3年,,1,0,35.61692418770,139.74066579900
令和3年,,1,0,35.61694293370,139.74023351100
令和3年,,1,0,35.61688524320,139.73964943500
令和3年,,1,0,35.61694695950,139.73927551200
令和3年,,1,0,35.61702257550,139.73838168300
令和3年,,1,0,35.61599103330,139.73679405100
令和3年,,1,0,35.61616745550,139.73671790100
令和3年,,1,0,35.61742997600,139.73488800300
令和3年,,1,0,35.61790681860,139.73471801500
令和3年,,1,0,35.61812560120,139.73395250800
令和3年,,1,0,35.61811748450,139.72997444400
令和3年,,1,0,35.61998615100,139.72869855900
令和3年,,1,0,35.62074708150,139.72615058200
令和3年,,1,0,35.61719153780,139.72927466100
令和3年,,1,0,35.61643819960,139.72961443800
令和3年,,1,0,35.61854424950,139.72180156800
令和3年,,1,0,35.61777435070,139.71970554100
令和3年,,1,0,35.61777417430,139.71951861300
令和3年,,1,0,35.61815033060,139.71882294000
令和3年,,1,0,35.61812589700,139.71820961500
令和3年,,1,0,35.61835493710,139.71830275100
令和3年,,1,0,35.61821664610,139.71833799900
令和3年,,1,0,35.61820247040,139.71847821500
令和3年,,1,0,35.62048238310,139.71841653900
令和3年,,1,0,35.62051080120,139.71820619700
令和3年,,1,0,35.61948858450,139.71667131700
令和3年,,1,0,35.61950778810,139.71679980500
令和3年,,1,0,35.61946043420,139.71715621200
令和3年,,1,0,35.61845700900,139.71534094300
令和3年,,1,0,35.61620703900,139.72180116200
令和3年,,1,0,35.61512021660,139.71748376000
令和3年,,1,0,35.61491073180,139.71788711000
令和3年,,1,0,35.61516695020,139.71648483000
令和3年,,1,0,35.61550950090,139.71558476700
令和3年,,1,0,35.61553798270,139.71544453300
令和3年,,1,0,35.61634847840,139.71506365400
令和3年,,1,0,35.61567089550,139.71479010800
令和3年,,1,0,35.61570886420,139.71459728800
令和3年,,1,0,35.62103120210,139.71381247100
令和3年,,1,0,35.62184633370,139.71330302200
令和3年,,1,0,35.62418725000,139.71708511300
令和3年,,1,0,35.62296933190,139.71542194300
令和3年,,1,0,35.62342305500,139.71122679100
令和3年,,1,0,35.62367179660,139.70728603700
令和3年,,1,0,35.62093430440,139.70764959900
令和3年,,1,0,35.62057639220,139.70748075000
令和3年,,1,0,35.62045978190,139.70772044100
令和3年,,1,0,35.62045277330,139.70786065300
令和3年,,1,0,35.62304772320,139.70575352400
令和3年,,1,0,35.62261006200,139.70460337600
令和3年,,1,0,35.62262480460,139.70500936100
令和3年,,1,0,35.62040748630,139.70449591400
令和3年,,1,0,35.62062492880,139.70488549900
令和3年,,1,0,35.62022365840,139.70543671800
令和3年,,1,0,35.62023940180,139.70233184500
令和3年,,1,0,35.61916394400,139.70245627200
令和3年,,1,0,35.62020795910,139.70413405100
令和3年,,1,0,35.62023128730,139.70364915500
令和3年,,1,0,35.61582394800,139.69926357500
令和3年,,1,0,35.61538485240,139.69901897200
令和3年,,1,0,35.61532723010,139.69867443100
令和3年,,1,0,35.61775113270,139.70378751300
令和3年,,1,0,35.61820087570,139.70507776400
令和3年,,1,0,35.61800082950,139.70534679300
令和3年,,1,0,35.61831631760,139.70598885900
令和3年,,1,0,35.61731012880,139.70621827000
令和3年,,1,0,35.61971121440,139.70800201000
令和3年,,1,0,35.61786105080,139.70850726600
令和3年,,1,0,35.61673555750,139.70868425700
令和3年,,1,0,35.61826628480,139.71299877100
令和3年,,1,0,35.61761354230,139.71372409200
令和3年,,1,0,35.61813893240,139.71444181700
令和3年,,1,0,35.61446302530,139.72110628300
令和3年,,1,0,35.61386225830,139.72660954100
令和3年,,1,0,35.61215051250,139.73877295200
令和3年,,1,0,35.61214519060,139.73807202800
令和3年,,1,0,35.61200507780,139.74192146200
令和3年,,1,0,35.61347391950,139.74157516200
令和3年,,1,0,35.61186130780,139.74748816000
令和3年,,1,0,35.61116494340,139.74752979100
令和3年,,1,0,35.61164521720,139.75228389200
令和3年,,1,0,35.61482807330,139.76003206000
令和3年,,1,0,35.61086162420,139.75567829800
令和3年,,1,0,35.61016773750,139.75586880000
令和3年,,1,0,35.60867947990,139.75575633800
令和3年,,1,0,35.60795208390,139.75575996100
令和3年,,1,0,35.60543898620,139.76054583600
令和3年,,1,0,35.60574081380,139.75505538000
令和3年,,1,0,35.60693109000,139.74664360400
令和3年,,1,0,35.60590861000,139.74588980500
令和3年,,1,0,35.60467356710,139.74636277300
令和3年,,1,0,35.60750485830,139.74527040900
令和3年,,1,0,35.60846877310,139.74420632400
令和3年,,1,0,35.60680872930,139.74401104200
令和3年,,1,0,35.60587839060,139.74371128300
令和3年,,1,0,35.60668406020,139.74313361700
令和3年,,1,0,35.60675329040,139.74322407000
令和3年,,1,0,35.60686300500,139.74323562900
令和3年,,1,0,35.60728253060,139.74294312200
令和3年,,1,0,35.60672543780,139.74265609400
令和3年,,1,0,35.60432286390,139.74138119200
令和3年,,1,0,35.60464754770,139.74340602800
令和3年,,1,0,35.60332301640,139.74063913900
令和3年,,1,0,35.60338370680,139.74047699700
令和3年,,1,0,35.60312479750,139.74028748200
令和3年,,1,0,35.60289573760,139.74014757700
令和3年,,1,0,35.60809644430,139.74067013900
令和3年,,1,0,35.60511129140,139.73559228200
令和3年,,1,0,35.60490845540,139.73544651500
令和3年,,1,0,35.60486612420,139.73471649700
令和3年,,1,0,35.60520355690,139.73467665900
令和3年,,1,0,35.60588150740,139.73545555100
令和3年,,1,0,35.60612930650,139.73517051700
令和3年,,1,0,35.60722819520,139.73595475300
令和3年,,1,0,35.60798974330,139.73542231900
令和3年,,1,0,35.61047140320,139.73710003200
令和3年,,1,0,35.60917972800,139.73829311600
令和3年,,1,0,35.61080826530,139.72382306600
令和3年,,1,0,35.61307390090,139.72379077200
令和3年,,1,0,35.61315878100,139.72272172500
令和3年,,1,0,35.61217764570,139.71916001300
令和3年,,1,0,35.61054606420,139.71884107800
令和3年,,1,0,35.61208541350,139.71747791400
令和3年,,1,0,35.61147331650,139.71586667100
令和3年,,1,0,35.61139645720,139.71531188500
令和3年,,1,0,35.61144879350,139.71517746500
令和3年,,1,0,35.61282309400,139.71578292200
令和3年,,1,0,35.61396813920,139.71607914800
令和3年,,1,0,35.61190142070,139.71466278500
令和3年,,1,0,35.61250605980,139.71352287600
令和3年,,1,0,35.61255857420,139.71356952700
令和3年,,1,0,35.61390099620,139.71091561600
令和3年,,1,0,35.61439164420,139.71028401400
令和3年,,1,0,35.61651002900,139.71085906800
令和3年,,1,0,35.61665340800,139.71113923700
令和3年,,1,0,35.61675390530,139.71146620400
令和3年,,1,0,35.61727002740,139.71244094400
令和3年,,1,0,35.61681603700,139.70695653200
令和3年,,1,0,35.61525578160,139.70645663400
令和3年,,1,0,35.61277190250,139.70091878600
令和3年,,1,0,35.61364305290,139.70708710800
令和3年,,1,0,35.61382250090,139.70764174100
令和3年,,1,0,35.61224148400,139.70667313300
令和3年,,1,0,35.61561252850,139.70893863700
令和3年,,1,0,35.61534417390,139.70888794100
令和3年,,1,0,35.61535005320,139.70880761400
